pos	country_code	source	date	country_code3	region	variable	value	sdr_id	sdr_name	sdr_level
1375	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bo	"total contacts listed"	0	8625	Bo	ADM2
1376	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Moyamba	"total contacts listed"	0	8631	Moyamba	ADM2
1377	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bonthe	"total contacts listed"	0	8624	Bonthe	ADM2
1378	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Western area urban"	"total contacts listed"	0	149745	"Western Area Urban"	ADM2
1379	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Western area rural"	"total contacts listed"	0	149746	"Western Area Rural"	ADM2
1380	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	National	"total contacts complete 21 day follow up"	0	0		
1381	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kailahun	"total contacts complete 21 day follow up"	0	8626	Kailahun	ADM2
1382	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kenema	"total contacts complete 21 day follow up"	0	8628	Kenema	ADM2
1383	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kono	"total contacts complete 21 day follow up"	0	8630	Kono	ADM2
1384	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kambia	"total contacts complete 21 day follow up"	0	8627	Kambia	ADM2
1385	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Koinadugu	"total contacts complete 21 day follow up"	0	8629	Koinadugu	ADM2
1386	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bombali	"total contacts complete 21 day follow up"	0	8623	Bombali	ADM2
1387	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Tonkolili	"total contacts complete 21 day follow up"	0	8634	Tonkolili	ADM2
1388	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Port Loko"	"total contacts complete 21 day follow up"	0	8632	"Port Loko"	ADM2
1389	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Pujehun	"total contacts complete 21 day follow up"	0	8633	Pujehun	ADM2
1390	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bo	"total contacts complete 21 day follow up"	0	8625	Bo	ADM2
1391	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Moyamba	"total contacts complete 21 day follow up"	0	8631	Moyamba	ADM2
1392	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bonthe	"total contacts complete 21 day follow up"	0	8624	Bonthe	ADM2
1393	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Western area urban"	"total contacts complete 21 day follow up"	0	149745	"Western Area Urban"	ADM2
1394	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Western area rural"	"total contacts complete 21 day follow up"	0	149746	"Western Area Rural"	ADM2
1395	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	National	"contacts currently being followed"	0	0		
1396	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kailahun	"contacts currently being followed"	0	8626	Kailahun	ADM2
1397	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kenema	"contacts currently being followed"	0	8628	Kenema	ADM2
1398	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kono	"contacts currently being followed"	0	8630	Kono	ADM2
1399	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kambia	"contacts currently being followed"	0	8627	Kambia	ADM2
1400	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Koinadugu	"contacts currently being followed"	0	8629	Koinadugu	ADM2
1401	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bombali	"contacts currently being followed"	0	8623	Bombali	ADM2
1402	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Tonkolili	"contacts currently being followed"	0	8634	Tonkolili	ADM2
1403	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Port Loko"	"contacts currently being followed"	0	8632	"Port Loko"	ADM2
1404	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Pujehun	"contacts currently being followed"	0	8633	Pujehun	ADM2
1405	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bo	"contacts currently being followed"	0	8625	Bo	ADM2
1406	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Moyamba	"contacts currently being followed"	0	8631	Moyamba	ADM2
1407	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bonthe	"contacts currently being followed"	0	8624	Bonthe	ADM2
1408	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Western area urban"	"contacts currently being followed"	0	149745	"Western Area Urban"	ADM2
1409	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Western area rural"	"contacts currently being followed"	0	149746	"Western Area Rural"	ADM2
1410	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	National	"new contacts"	0	0		
1411	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kailahun	"new contacts"	0	8626	Kailahun	ADM2
1412	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kenema	"new contacts"	0	8628	Kenema	ADM2
1413	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kono	"new contacts"	0	8630	Kono	ADM2
1414	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kambia	"new contacts"	0	8627	Kambia	ADM2
1415	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Koinadugu	"new contacts"	0	8629	Koinadugu	ADM2
1416	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bombali	"new contacts"	0	8623	Bombali	ADM2
1417	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Tonkolili	"new contacts"	0	8634	Tonkolili	ADM2
1418	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Port Loko"	"new contacts"	0	8632	"Port Loko"	ADM2
1419	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Pujehun	"new contacts"	0	8633	Pujehun	ADM2
1420	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bo	"new contacts"	0	8625	Bo	ADM2
1421	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Moyamba	"new contacts"	0	8631	Moyamba	ADM2
1422	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bonthe	"new contacts"	0	8624	Bonthe	ADM2
1423	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Western area urban"	"new contacts"	0	149745	"Western Area Urban"	ADM2
1424	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Western area rural"	"new contacts"	0	149746	"Western Area Rural"	ADM2
1425	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	National	"contacts seen and healthy in last 24h"	0	0		
1426	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kailahun	"contacts seen and healthy in last 24h"	0	8626	Kailahun	ADM2
1427	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kenema	"contacts seen and healthy in last 24h"	0	8628	Kenema	ADM2
1428	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kono	"contacts seen and healthy in last 24h"	0	8630	Kono	ADM2
1429	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kambia	"contacts seen and healthy in last 24h"	0	8627	Kambia	ADM2
1430	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Koinadugu	"contacts seen and healthy in last 24h"	0	8629	Koinadugu	ADM2
1431	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bombali	"contacts seen and healthy in last 24h"	0	8623	Bombali	ADM2
1432	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Tonkolili	"contacts seen and healthy in last 24h"	0	8634	Tonkolili	ADM2
1433	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Port Loko"	"contacts seen and healthy in last 24h"	0	8632	"Port Loko"	ADM2
1434	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Pujehun	"contacts seen and healthy in last 24h"	0	8633	Pujehun	ADM2
1435	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bo	"contacts seen and healthy in last 24h"	0	8625	Bo	ADM2
1436	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Moyamba	"contacts seen and healthy in last 24h"	0	8631	Moyamba	ADM2
1437	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bonthe	"contacts seen and healthy in last 24h"	0	8624	Bonthe	ADM2
1438	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Western area urban"	"contacts seen and healthy in last 24h"	0	149745	"Western Area Urban"	ADM2
1439	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Western area rural"	"contacts seen and healthy in last 24h"	0	149746	"Western Area Rural"	ADM2
1440	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	National	"contacts seen and ill in last 24h"	0	0		
1441	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kailahun	"contacts seen and ill in last 24h"	0	8626	Kailahun	ADM2
1442	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kenema	"contacts seen and ill in last 24h"	0	8628	Kenema	ADM2
1443	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kono	"contacts seen and ill in last 24h"	0	8630	Kono	ADM2
1444	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kambia	"contacts seen and ill in last 24h"	0	8627	Kambia	ADM2
1445	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Koinadugu	"contacts seen and ill in last 24h"	0	8629	Koinadugu	ADM2
1446	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bombali	"contacts seen and ill in last 24h"	0	8623	Bombali	ADM2
1447	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Tonkolili	"contacts seen and ill in last 24h"	0	8634	Tonkolili	ADM2
1448	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Port Loko"	"contacts seen and ill in last 24h"	0	8632	"Port Loko"	ADM2
1449	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Pujehun	"contacts seen and ill in last 24h"	0	8633	Pujehun	ADM2
1450	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bo	"contacts seen and ill in last 24h"	0	8625	Bo	ADM2
1451	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Moyamba	"contacts seen and ill in last 24h"	0	8631	Moyamba	ADM2
1452	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bonthe	"contacts seen and ill in last 24h"	0	8624	Bonthe	ADM2
1453	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Western area urban"	"contacts seen and ill in last 24h"	0	149745	"Western Area Urban"	ADM2
1454	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Western area rural"	"contacts seen and ill in last 24h"	0	149746	"Western Area Rural"	ADM2
1455	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	National	"contacts not seen"	0	0		
1456	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kailahun	"contacts not seen"	0	8626	Kailahun	ADM2
1457	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kenema	"contacts not seen"	0	8628	Kenema	ADM2
1458	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kono	"contacts not seen"	0	8630	Kono	ADM2
1459	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kambia	"contacts not seen"	0	8627	Kambia	ADM2
1460	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Koinadugu	"contacts not seen"	0	8629	Koinadugu	ADM2
1461	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bombali	"contacts not seen"	0	8623	Bombali	ADM2
1462	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Tonkolili	"contacts not seen"	0	8634	Tonkolili	ADM2
1463	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Port Loko"	"contacts not seen"	0	8632	"Port Loko"	ADM2
1464	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Pujehun	"contacts not seen"	0	8633	Pujehun	ADM2
1465	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bo	"contacts not seen"	0	8625	Bo	ADM2
1466	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Moyamba	"contacts not seen"	0	8631	Moyamba	ADM2
1467	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bonthe	"contacts not seen"	0	8624	Bonthe	ADM2
1468	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Western area urban"	"contacts not seen"	0	149745	"Western Area Urban"	ADM2
1469	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Western area rural"	"contacts not seen"	0	149746	"Western Area Rural"	ADM2
1470	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	National	"new contacts complete 21 day follow up"	0	0		
1471	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kailahun	"new contacts complete 21 day follow up"	0	8626	Kailahun	ADM2
1472	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kenema	"new contacts complete 21 day follow up"	0	8628	Kenema	ADM2
1473	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kono	"new contacts complete 21 day follow up"	0	8630	Kono	ADM2
1474	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kambia	"new contacts complete 21 day follow up"	0	8627	Kambia	ADM2
1475	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Koinadugu	"new contacts complete 21 day follow up"	0	8629	Koinadugu	ADM2
1476	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bombali	"new contacts complete 21 day follow up"	0	8623	Bombali	ADM2
1477	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Tonkolili	"new contacts complete 21 day follow up"	0	8634	Tonkolili	ADM2
1478	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Port Loko"	"new contacts complete 21 day follow up"	0	8632	"Port Loko"	ADM2
1479	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Pujehun	"new contacts complete 21 day follow up"	0	8633	Pujehun	ADM2
1480	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bo	"new contacts complete 21 day follow up"	0	8625	Bo	ADM2
1481	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Moyamba	"new contacts complete 21 day follow up"	0	8631	Moyamba	ADM2
1482	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bonthe	"new contacts complete 21 day follow up"	0	8624	Bonthe	ADM2
1483	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Western area urban"	"new contacts complete 21 day follow up"	0	149745	"Western Area Urban"	ADM2
1484	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Western area rural"	"new contacts complete 21 day follow up"	0	149746	"Western Area Rural"	ADM2
1485	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	National	"percent contacts seen in last 24h"	0	0		
1486	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kailahun	"percent contacts seen in last 24h"	0	8626	Kailahun	ADM2
1487	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kenema	"percent contacts seen in last 24h"	0	8628	Kenema	ADM2
1488	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kono	"percent contacts seen in last 24h"	0	8630	Kono	ADM2
1489	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Kambia	"percent contacts seen in last 24h"	0	8627	Kambia	ADM2
1490	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Koinadugu	"percent contacts seen in last 24h"	0	8629	Koinadugu	ADM2
1491	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bombali	"percent contacts seen in last 24h"	0	8623	Bombali	ADM2
1492	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Tonkolili	"percent contacts seen in last 24h"	0	8634	Tonkolili	ADM2
1493	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	"Port Loko"	"percent contacts seen in last 24h"	0	8632	"Port Loko"	ADM2
1494	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Pujehun	"percent contacts seen in last 24h"	0	8633	Pujehun	ADM2
1495	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bo	"percent contacts seen in last 24h"	0	8625	Bo	ADM2
1496	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Moyamba	"percent contacts seen in last 24h"	0	8631	Moyamba	ADM2
1497	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 170)"	11/13/14	SLE	Bonthe	"percent contacts seen in last 24h"	0	8624	Bonthe	ADM2
